requirement,requirement_detail,product_id
" Röhrensifon mit verl.Tauch- und Wandrohr, DN 32, chrom"," Röhrensifon mit verl.Tauch- und Wandrohr, DN 32, chrom           /10 Plus-Sifon Röhrengeruchverschluss, aus Messing, mit verlängertem Tauch- und Ablaufrohr und großer Abdeckrosette, güteüberwacht, nach DIN EN 274,",2310600000
 Montage von Waschtischen Behind.-WC," Lieferung und Montage von Handwaschbecken (Behind.-WC), wandhängend mit Zu- und Ablaufgarnitur an vorhandene Montageelemente , inklusive Silikonierung, Schalschutzset und Befestigungsmittel. Die Wasserauslösung erfolgt  berührungslos über Wandmontage der Wasserhähne.  Maße: 500 x 350 mm Material: Sanitärkeramik weiß",2312600000
 Tiefsp#l WC wandh#ngend Duravit D-Code, Tiefsp#lklosett - wandh#ngend - WC-Sitz und Deckel - Schalld#mmband und Silikonfuge - Wassermenge 6 l - wei#  Fabrikat: Duravit Typ: D-Code,0067390000
 WC-Sitz Deckel Kunststoff ," WC-Sitz mit Deckel, aus Kunststoff, Farbton weiß, Ausführung 'Duravit/Darling New' mit Befestigungselementen, aus nichtrostendem Stahl, Werkstoff-Nr 1.4301. ",0069810000
Klapprost, Klapprost für vorbeschriebenes Ausgußbecken  Leitfabrikat: Hersteller:  Duravit Typ:  Starck 3  oder gleichwertiger Art  angebotenes Fabrikat: @11 Textergänzungen des Bieters Hersteller: '..........' @12 Textergänzungen des Bieters Typ: '..........' ,0050011000
Duravit Waschtisch D-Code 60x46cm weiß," Duravit Waschtisch D-Code 60x46cm weiß aus Sanitärkeramik 600x460x175mm mit Überlauf, mit Hahnlochbank Farbe: 00 Weiß Alpin  Bestellnummer: 2310600000  oder gleichwertig angeb. Fabrikat : @1 Textergänzungen des Bieters '..............................' ",2310600000
 Wand-Tiefspülklosett," DURAVIT Starck 3 Vital Wand-WC Design by Philippe Starck, Tiefspüler mit 70 cm Ausladung wandhängend aus Sanitärkeramik für 6 Liter Spülwasser, EWL Klasse 2. Rechteckige Beckenform vorne übergehend in einen Halbkreis. Aus Hygienegründen mit geschlossenem Spülrand und keramischem Spülwasserverteiler.  Bodenfreiheit 140/117mm bei Einbauhöhe 480mm Abmessungen(BxTxH) 360x700x320/355mm.  Weiß  Fabrikat: Duravit Typ: Phillippe Starck 3 Vital  Material und Lohn",2203090000
Duschwanne Starck Slimline 1600x700x 60mm," Duravit Duschwanne Starck Slimline aus 4 mm Sanitäracryl, 1600x700x60mm Rechteck Bestellnummer: 720129000000001 Farbe: 00 Weiss Oberfläche: Antislip EAN: 4021534893025 Einschließlich: Montagesysteme nach Vorgabe des Herstellers, Duschwannen-Antidröhn-Set, Duschwannen-Schalldämmset, Wannen-Anschluss-Schalldämmband WAS 70, DICHTSET FLEX. Ablaufventil verchromt mit Siphon 1 1/4"" ",790103000000000
WAND - BEHINDERTEN - WC - ANLAGE," für Behinderte, Wandtiefspülklosett aus Kristallporzellan weiß, ohne Spülrand, mit verdecktem Abgang, antibakteriell wirkende Keramikglasur und reinigungsfreundliche Beschichtung Größe:    700 x 370 mm Fabrikat:   DURAVIT Modell:    DuraStyle Vital Wand WC rimless Ausführung:   HygieneGlaze und WonderGliss komplett liefern und montieren",2559092000
 WC-Anlage best. aus:," Wand-Tiefspül-WC Duravit, Typ Starck 3, WC- Sitz Duravit Typ Vital Geberit Betätigungsplatte Geberit Sigma 01 oder Bolero Schallschutzset",2203090000
 Tiefspül-WC Sanitärporzellan glasiert abgerundet hängend Ausladung 500-600mm WC-Sitz," Tiefspül-WC, aus Sanitärporzellan, glasiert, Farbton weiß, abgerundet, spülrandfrei, wandhängend, Spülmenge 6 l, Ausladung über 500 bis 600 mm, Abgang waagerecht, Befestigung mit Schrauben, verdeckt, mit Schallschutz DIN 4109, mit passendem WC-Sitz und Deckel, Scharniere Edelstahl.  Hersteller/Typ 'Duravit / Architec Rimless' oder gleichwertig,  Hersteller/Typ '....................' vom Bieter einzutragen.",0069610000
Flachspül-WC Sanitärporzellan glasiert hochglatt abgerundet," Flachspül-WC DIN EN 997, aus Sanitärporzellan, glasiert, hochglatt, Farbton weiß, abgerundet, spülrandfrei, wandhängend, Spülmenge 4 ,5 l, Ausladung über 500 bis 600 mm, Abgang waagerecht, mit WC-Sitz, Deckel mit Absenkautomatik, Befestigung an Installationselement , mit Schallschutz DIN 4109, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 7 m m, Farbton weiß, Fugenausbildung dreieckig, oder gleichwertig, vom Bieter einzutragen.",0020090000
 Urinal Sanitärporzellan glasiert," Urinal, aus Sanitärporzellan, glasiert, Farbton weiß, mit Absaugwirkung, mit Absaugformstück, Zulauf und Ablauf hinten verdeckt, Befestigung an Installationselement, mit Schallschutz DIN 4109, Hersteller/Typ ' Duravit / me by Starck Art.Nr.: 2809300000' .",2809300000
"Tiefspül-WC mit Sitz durchgehender Edelstahlwelle, ohne Deckel", .,2200090000
" Duravit Badewanne Darling New 1700x750mm Einbauversion, RS rechts, weiss"," Duravit Badewanne Darling New aus 5 mm Sanitäracryl, gezogen und durchgefärbt. 1700x750x480mm Rechteck, Einbauversion mit 1 Rückenschräge rechts Bestellnummer: 700243000000000 Farbe: 00 Weiss EAN: 4021534636493  Innenform mit runden Ecken. Innentiefe 460mm. Ablauf mittig. Wannenrandbreite 50/100mm, Wannenrandhöhe 25mm. Abmessung Wannenboden 1150x450mm, innen am Wannrand 1600x600mm.  Fußgestell, Wannenanker, Wandprofil, Ab- und Überlaufgarnitur Quadroval (chrom), Ab- und Überlaufgarnitur Quadroval mit Wanneneinlauf (chrom), Wannenträger, Schallschutzset, passende Wannenverkleidung, passende Wannenauflagen. Nutzinhalt 160 Liter. Abmessungen(LxBxH)1700x750x480mm. Weiß. Best.Nr. 700243000000000.",791368000000000
Wand-Tiefspül-WC D-Neo Rimless," Wand-Tiefsp ü l-WC - Wei ß Hochglanz, - Sp ü lrandlos, - inkl. Durafix, verdeckte Befestigung aus Metall - Minimaler Sp ü lwasserbedarf von lediglich 4,5 Litern, - komplett glasierter Sp ü lrand: - wandh ä ngende Montage, - 1-Mengen-Sp ü lung (Single-Flush), - offener Sp ü lrand Duravit Rimless ® mit dynamischer Wasserf ü hrung  Abmessungen: Breite : 370 mm Tiefe : 540 mm H ö he: 400 mm  Fabrikat : Duravit Modell : D-Neo Art-Nr. : 2577092000  komplett liefern und montieren",2577092000
"DURAVIT D-Neo, Waschtisch 600x440 mm"," DURAVIT D-Neo, Waschtisch 600x440 mm  DURAVIT D-Neo, Design by Bertrand Lejoly, Waschtisch 600 mm Weiß Hochglanz, mit Hahnlochbank, und mit Hahnloch, mit Überlauf, wandhängende Montage, komplett von unten glasiert für mehr Hygiene und damit auch perfekt als Einzellösung geeignet, aus hochwertiger, langlebiger Sanitärkeramik: besonders widerstandsfähiges, kratzresistentes Material mit hohem Härtegrad, reinigungsfreundlicher und hygienischer Oberfläche, Abmessungen (BxTxHx): 600x440x165 mm,  Fabrikat: DURAVIT Typ: D-Neo Artikel-Nr.: 2366600000  oder gleichwertiger Art  Hersteller/Typ: @11 Textergänzungen des Bieters '.........' vom Bieter einzutragen",2366600000
"Wand WC - DURAVIT / D-Neo, 540 mm Weiß"," DURAVIT D-Neo, Wand WC, 540 mm Weiß Hochglanz, Tiefspüler, Duravit Rimless®, 4,5 / 0 l, Abgang: waagerecht, Abmessungen (BxTxHx) 370 x540x400 mm, mit HygieneGlaze Fabrikat:	DURAVIT Typ:	D-Neo Art.-Nr.:	2578092000 oder gleichwertig @60 Textergänzungen des Bieters Fabrikat: '........................................' @61 Textergänzungen des Bieters Typ: '........................................' liefern und montieren",2578092000
WC-Sitz mit Deckel," WC-Sitz mit Deckel runder Bauform, passend zum WC-Becken, Scharniere aus Edelstahl, höhenverstellbar, Material Duroplast, Farbe weiß B x T: ca. 36 cm x 47 cm",0020710000
Waschtisch, (gewähltes Fabrikat und Typ sind einzutragen),2330650000
WC-Tiefspül-Becken," Duravit Wand-WC D-Code, Tiefspüler aus Sanitärkeramik wandhängend für 4,5 Liter Spülwasser, EWL Klasse 1 mit innen glasiertem Spülra nd und mit keramischem Spülwasserverteiler. Bodenfreiheit 60/45mm bei Einbauhöhe 400mm. Abmessungen(BxTxH): 355x545x355/340mm. Farbe: weiß  einschl. Bemusterung vor Bestellung einschl. Befestigung mit Schrauben und verchromten Abdeckkappen, einschl. Schallschutzset und Anschlussset für Zu- und Ablauf einsch l. Abdichtung mit Sanitärsilikon, weiß  Fabrikat/Typ: Duravit/D-Code Best.-Nr.: 2535090000  liefern und montieren   oder gleichwertig @11 Textergänzungen des Bieters angebotenes Fabrikat: '..........'",2535090000
"Duravit Waschtisch Vero 600 mm mit ÜL, mit HLB, 1 HL, weiss"," Duravit Waschtisch Vero als Aufsatzwaschtisch aus Sanitärkeramik, 600x465x165mm mit Hahnlochbank Farbe: 00 Weiss Ausführung: mit Überlauf, 1 Hahnloch Mit Ablaufgarnitur fest, verchromt, einschl. Silikonfuge",0452600000
Waschbecken Sanitärporzellan B 550-600mm Ausladung 400-450mm Fuge verf," Waschbecken, Beckenaußenform rechteckig, aus Sanitärporzellan, Farbton weiß, glasiert, mit hydrophober Beschichtung, mit Loch für Ei nlocharmatur, mit Überlauf, für Ablaufventil, Breite über 550 bis 600 mm, Ausladung über 400 bis 450 mm, Befestigung an Installation selement, mit Schallschutz DIN 4109-1, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff Industrieverband Dichtstoffe IVD-Mer kblatt Nr 3-1, Volumenschwund kleiner gleich 10 %, Basis Silicon, Fugenbreite 5 mm, Farbton weiß, @11 Textergänzungen des Auftraggebers Hersteller und Typ ' Duravit/ DuraStyle' oder gleichwertig, @12 Textergänzungen des Bieters Hersteller und Typ ' ....................................................' vom Bieter einzutragen.",2319550000
" Duravit-Urinal, Farbe weiß"," Duravit-Urinal, Farbe weiß Zulauf von hinten, rimless, für 1/2"" Anschluss, inklusive Spüldüse, Zulauf-Set, Ablaufventil, Tassensiphon # 32 mm sowie Befestigung  mit wondergliss   Hersteller/Typ Duravit/ Stark 3  oder gleichwertig",08272500001
WC Sitz," Duravit WC-Sitz Starck 3 mit Absenkautomatik Scharniere Edelstahl, für 210409, weiss Duravit WC-Sitz Starck 3 aus Kunststoff mit Absenkautomatik SoftClose, abnehmbar Scharniere Edelstahl, für 210409 Bestellnummer: 0067790000 Farbe: 00 Weiss EAN: 4021534403989 @60 Textergänzungen des Bieters Hersteller/Fabrikat: ............................................................ vom Bieter einzutragen",0067790000
" Handtuchhalter, zweiarmig, beweglich, verchromt"," Handtuchhalter, zweiarmig, beweglich, verchrom Ausladung 450 mm Hersteller/Typ Duravit/Karree",0099581000
 Möbel-Handwaschbecken Duravit DuraSquare 450 x 350 mm für Einlocharmat ur (1. Alternative zu Position 1)," Möbel-Handwaschbecken Duravit DuraSquare 450 x 350 mm für Einlocharmatur ohne Überlauf weiss aus Sanitärkeramik, mit Hahnlochbank und einem Hahnloch. Schaftventil mit keramischer Ventilabdeckhaube inklusive. Hersteller: Duravit Typ: DuraSquare 0732450041 Liefern und montieren",0732450041
"Wand-WC Duravit Starck 3, mit Spülrand, ohne Wondergliss, inkl. WC Sit"," Wand-WC Duravit Starck 3, mit Spülrand, ohne Wondergliss , inkl. WC Sitz Artikelnummer 252809 WC Anlage Artikelnummer 002009 WC Sitz Tiefspül- Wand WC-Set, Farbe weiß  bestehd aus: -Tiefspül Wand-WC aus Sanitärkeramik - ohne Wonderglis Beschichtung - mit Spülrand - WC-Sitz mit Deckel -mit Absenkautomatik + abnehmbar  inkl. Befestigungsmaterial liefern und montieren",2528090000
Duravit Waschtisch Vero," Duravit Waschtisch Vero wie vor beschrieben, jedoch für Wandmontage",0454600027
 Ausgussbecken 52x40cm m.Klapprost weiss," Ausgussbecken inkl. Klapprost, Sanitärporzellan, Maße: 520 x 390 mm, ohne Randschoner, ohne Überlauf, Weiß Alpin",0050011000
Aufsatzbecken Duravit Happy D.2," Aufsatzbecken mit Überlauf aus Sanitärkeramik mit Hahnlochbank. Rechteckige Beckenform mit abgerundeten Ecken und feinen Radien. Rückwand unglasiert, Unterseite geschliffen für Montage auf Waschtisch-Konsolen. Überlaufclip Chrom inklusive. Einschließlich Befestigung. Abmessungen(BxTxH) 600x460x170mm. Oberfläche: WonderGliss Weiß. inkl. Silkonfuge, Befestigungsmaterial liefern und nach Herstellerangaben montieren Fabrikat: Duravit Typ:  Happy D.2 Plus",23606000001
WC-Sitz mit Deckel und Absenkautomatik," WC-Sitz mit Deckel und Absenkautomatik für vorgenannte Position. WC-Sitz aus hochwertigem Kunststoff mit Deckel, abnehmbar. Scharniere Edelstahl. Ausführung mit Absenkautomatik. Farbe:                                                    Weiß Fabrikat der Planung:  Duravit Typ:                                                       DuraStyle Artikel-Nr.:                        0063790000 Lieferung und Montage einschließlich erforderlichem Zubehör.",0063790000
 Tiefspül-WC Sanitärporzellan glasiert hängend Ausladung 650-700mm WC-S itz," Tiefspül-WC Sanitärporzellan glasiert hängend Ausladung 650-700mm WC-Sitz Tiefspül-WC DIN EN 997, als barrierefreie Ausführung DI N 18040, aus Sanitärporzellan, glasiert, Standardfarbto n, abgerundet, mit offenem, glasierten Spülrand, wandhä ngend, Spülmenge 6 l, Ausladung über 650 bis 700 mm, Ab gang waagerecht, mit WC-Sitz, Befestigung an Installati onselement, einschl. Verfüllen der Fugen, mit elastisch em Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreit e 5 mm, Farbton weiß, Fugenausbildung dreieckig, Ausfüh rung gemäß Einzelbeschreibung, [TA01Einzelbeschreibungs-Nr '4.2' ] [TA02Hersteller/Typ 'Duravit/Vital' oder gleichwertig,]  [TB03Hersteller/Typ ' ................................. ...................' vom Bieter einzutragen] .",0062410000
 Waschtisch unterfahrbar ca. 60 x 55 cm," Waschtisch, ohne Überlauf aus Sanitärkeramik. Barrierefrei gemäß DIN 18040-1 und DIN 18040-2. Großes rechteckiges Becken mit runden Ecken, Hahnlochbank mit Hahnloch für Einlocharmatur, optional ohne Hahnloch. Einbauhöhe 800mm. Abmessungen(BxTxH) ca. 600x555x155/130mm. Weiß.  einschl. Bemusterung vor Bestellung einschl. Lieferung von Zahnband o. Dämmunterlage einschl. Befestigungsmaterial für Trockenbauwand einschl. Abdichtung mit Sanitärsilikon  Fabrikat der Planung: Duravit/D-Code  oder gleichwertig  angebotenes Fabrikat/Typ:  '..........' (vom Bieter auszufüllen)  liefern und montieren",2313600000
"DURAVIT ME by Starck WC-Sitz, Design by Philippe Starck,"," DURAVIT ME by Starck WC-Sitz, Design by Philippe Starck, aus Kunststoff mit Deckel. Scharniere Edelstahl. Weiß. WC-Sitz mit Absenkautomatik, abnehmbar. Best.Nr. 0020190000",0020190000
DU Handwaschbecken D-Code 450 mm," DU Handwaschbecken D-Code 450 mm mit ÜL, mit HLB, 1 HL, weiß Duravit Handwaschbecken D-Code aus Sanitärkeramik, 450x340x145mm mit Überlauf, mit Hahnlochbank Bestellnummer: 0705450000 Farbe: 00 Weiß Ausführung: 1 Hahnloch",0705450000
DURAVIT Vero Waschtisch 600, DURAVIT Vero Waschtisch aus Sanitärkeramik Weiß Rechteckiger Waschtisch. Abmessungen(BxTxH)600x470x165mm. Ausführung: mit Überlauf o hne Hahnloch mit  WonderGliss Oberflächen Ausführung Fabrikat: Duravit Typ: Vero Waschtisch 600,23506000601
"Wand-WC Duravit Starck 3, Spülrandlos, mit Wondergliss, inkl. WC Sitz"," Wand-WC Duravit Starck 3, Spülrandlos, mit Wondergliss inkl. WC Sitz Artikelnummer 452909 WC Anlage Artikelnummer 002009 WC Sitz Tiefspül- Wand WC-Set, Farbe weiß  bestehd aus: -Tiefspül Wand-WC aus Sanitärkeramik - mit Wonderglis Beschichtung - Spülrandlos - WC-Sitz mit Deckel -mit Absenkautomatik + abnehmbar  inkl. Befestigungsmaterial liefern und montieren",45290900A1
 WC-Sitz mit Absenkautomatik, WC-Sitz mit Absenkautomatik  für vorher genanntes WC  Eigenschaften - WC-Deckel überlappend  Technische Eigenschaften - Farbe: weiß - Werkstoff: Duroplast - Befestigung: von oben - Absenkautomatik: ja - Scharnierwerkstoff: Messing verchromt  angeboten: Hersteller:   Duravit Typ:   D-Code  oder gleichwertig Hersteller:   '.............................' Typ:   '.............................'  liefern und montieren,0067390000
 Ausgussbecken ohne Überlauf," Ausgussbecken ohne Überlauf Ausführung wie Hersteller/Type: Duravit/Starck 3 oder gleichwertige Art Angebotener Hersteller/Type:  ....................................... (vom Bieter einzutragen) aus Sanitärkeramik, rechteckige Beckenform mit 35mm breitem Rand und 100mm hoch gezogener Rückwand als Spritzschutz. Inklusiv Befestigung für Montage ohne Klapprost, einschließlich Befestigungsmaterial. Abmessungen(BxTxH):	 480x425x300mm einschl. Wandanschluß mit dauerelastischem Kitt. Zubehör: Klapprost Nr. 0050011000",0313480000
Zulage Wannenträger," Badewannenträger aus FCKW-freiem, geschäumten Polystyrol schall- und wärmedämmend passend zu vorstehend beschriebener Badewanne  Länge: ca. 1800 mm Tiefe: ca. 800 mm Höhe: ca. 600 mm  liefern und montieren",791466000000000
  Absaug-Urinal Ben," Absaug-Urinal weiß aus Sanitärkeramik Zulauf verdeckt von hinten, Ablauf verdeckt, verdeckte Befestigung, geschlossene Form, mit Spülrand, für Wandeinbauspülkasten Abmessungen: BxTxH=370x350x705 mm Farbe:  weiß Oberfläche:  Fabrikat: Duravit Typ:         Ben  oder gleichwertig  Angebotenes Fabrikat / Typ  '..................................' vom Bieter einzutragen",0847370000
 Badewanne Duravit," Duravit Badewanne P3 Comforts aus 5 mm Sanitäracryl, 1700x750x460mm Rechteck, Einbauversion mit 1 Rückenschräge gemäß Grundriss Farbe: 00 Weiss  inkl. Ablauf- und Überlaufgarnitur (Quadroval), Wannenträgern und Farbset in Chromoptik inkl. Wannenanker und Schallschutzset  Fabrikat: Durvait Modell: P3 Comforts",791368000000000
 Waschtisch ca. 60 x 46 cm," Duravit Waschtisch D-Code aus Sanitärkeramik, ca. 600x460x175mm mit Überlauf, mit Hahnlochbank Farbe: weiß  einschl. Bemusterung vor Bestellung einschl. Lieferung von Zahnband o. Dämmunterlage einschl. Befestigungsmaterial für Trockenbauwand einschl. Abdichtung mit Sanitärsilikon  Fabrikat der Planung: Duravit/D-Code oder gleichwertig  angebotenes Fabrikat/Typ:  '..........' (vom Bieter auszufüllen)  liefern und montieren",2310600000
" DURAVIT D-Code Urinal weiss Design by sieger design, Zulauf von hinten  mit 1/2"" (Alternative zu Position 1)"," DURAVIT D-Code Urinal weiss Design by sieger design, Zulauf von hinten mit 1/2"" Anschluss, aus Sanitärkeramik ohne Spülrand, mit Spüldüse. Zulauf-Set mit Ablaufventil, Tassensiphon # 32mm und Befestigung. Außen glatte geschlossene Form. Abmessungen(BxTxH)305x290x560mm. Weiß. Ohne Fliege Hersteller: Duravit Typ: 0829300000 Liefern und montieren",0829300000
Tiefspülklosett Sanitärporzellan hängend H bis 450mm Ausladung 650-700," Tiefspül-WC DIN EN 997, als barrierefreie Ausführung DIN 18040, aus Sanitärporzellan, glasiert, Farbton weiß, abgerundet, spülrandfr ei, wandhängend, Spülmenge 6 l, Sonderhöhe, Höhe bis 450 mm, Ausladung über 650 bis 700 mm, Abgang waagerecht, mit WC-Sitz, ohne Dec kel, Befestigung an Installationselement, mit Schallschutz DIN 4109-1, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 5 mm.",2228090000
